amount_usd,currency,merchant_name,country,log_amount,velocity_10m,high_value,very_high_value,suspicious_merchant,off_hours,new_device,ip_risk,non_ng_context,is_risky
23.35,USD,Amazon,CN,3.1925,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29.63,EUR,Stripe Demo Store,NG,3.422,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
16.1,GBP,Spotify,NG,2.8393,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.78,GBP,Shopify Merchant,NG,3.126,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12.9,GBP,Shopify Merchant,NG,2.632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2083.39,USD,Stripe Demo Store,NG,7.6422,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
58.27,EUR,Apple,NG,4.0821,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
52.77,USD,Apple,NG,3.9847,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
15.09,GBP,Apple,NG,2.7785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
974.05,GBP,Stripe Demo Store,NG,6.8825,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1943.03,EUR,Spotify,CN,7.5725,2.0,1.0,0.0,0.0,0.0,1.0,0.45,1.0,1
10.3,USD,Amazon,NG,2.425,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
49.1,GBP,Shopify Merchant,US,3.914,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29.39,GBP,Amazon,NG,3.4142,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
25.28,EUR,Gambling Anonymous Hub,RU,3.2688,2.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,1
2285.34,GBP,Apple,NG,7.7347,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
27.06,GBP,Apple,NG,3.3343,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
9.4,GBP,Apple,CN,2.3414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8571.72,USD,Spotify,RU,9.0563,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
52.73,USD,XXX Test Casino,NG,3.984,3.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,1
62.91,USD,Netflix,NG,4.1575,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.98,USD,Spotify,NG,3.5258,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.63,GBP,Spotify,NG,2.1557,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.06,GBP,Spotify,DE,3.1806,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
89.82,GBP,Amazon,NG,4.5088,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.94,EUR,Spotify,DE,2.4795,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
19.27,GBP,Dark Web Market,NG,3.0092,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
54.03,GBP,Stripe Demo Store,US,4.0078,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
30.94,USD,Apple,US,3.4638,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
113.99,EUR,Amazon,NG,4.7448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12.03,USD,Spotify,CN,2.5669,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
10.05,GBP,Spotify,NG,2.4021,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1397.75,USD,Amazon,NG,7.2433,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1627.09,GBP,Amazon,NG,7.3952,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
17.5,USD,Netflix,RU,2.9178,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
19.18,GBP,Spotify,NG,3.0049,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
41.48,USD,Apple,NG,3.749,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
30.88,EUR,Apple,NG,3.4619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.66,USD,Apple,DE,3.3555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
15.15,GBP,Shopify Merchant,NG,2.7822,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47.02,GBP,Shopify Merchant,NG,3.8715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
336.32,EUR,Spotify,US,5.821,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.59,USD,Netflix,NG,3.5141,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
21.54,EUR,Amazon,RU,3.1152,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1807.48,USD,Shopify Merchant,NG,7.5002,2.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
12.86,GBP,Netflix,NG,2.6287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6878.7,USD,Apple,NG,8.8363,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
13.82,GBP,Anonymous Crypto Mix,US,2.6957,1.0,0.0,0.0,1.0,0.0,0.0,0.45,1.0,1
504.58,GBP,XXX Test Casino,NG,6.2257,3.0,1.0,0.0,1.0,0.0,1.0,0.45,0.0,1
1154.54,GBP,Stripe Demo Store,NG,7.0523,3.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
7081.15,GBP,Netflix,US,8.8653,1.0,1.0,1.0,0.0,0.0,0.0,0.45,1.0,0
1246.92,GBP,Apple,NG,7.1292,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
916.43,USD,Amazon,US,6.8216,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
51.22,EUR,Apple,NG,3.9555,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1929.46,EUR,Apple,RU,7.5655,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
6.0,GBP,Spotify,NG,1.9456,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.07,EUR,Apple,NG,3.5285,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
41.18,USD,Spotify,NG,3.742,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1204.4,EUR,Apple,NG,7.0946,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11.28,USD,Amazon,NG,2.5078,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.59,GBP,Amazon,NG,2.9751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.59,USD,Netflix,NG,3.5435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
14.0,GBP,Apple,NG,2.708,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11.22,GBP,Amazon,NG,2.5029,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
33.42,USD,Apple,DE,3.5385,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
14.47,EUR,Apple,DE,2.739,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
29.35,USD,Spotify,NG,3.4129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.23,EUR,Shopify Merchant,DE,2.3249,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
7.79,EUR,Stripe Demo Store,NG,2.1741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34.08,GBP,Amazon,NG,3.5576,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
23.97,USD,Netflix,US,3.2176,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
38.31,GBP,Netflix,NG,3.6715,6.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
13.83,GBP,Stripe Demo Store,NG,2.697,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8600.94,USD,Anonymous Crypto Mix,RU,9.0597,3.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,1
2147.17,GBP,Netflix,RU,7.6724,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
6.92,GBP,Amazon,NG,2.069,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.23,USD,Apple,NG,3.8965,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.62,EUR,Amazon,DE,3.9439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2022.58,USD,Wallet Drain Services,US,7.6126,3.0,1.0,0.0,1.0,0.0,1.0,0.45,1.0,1
12.41,GBP,Stripe Demo Store,NG,2.596,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
864.37,GBP,Apple,NG,6.7632,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
17.34,USD,Apple,NG,2.909,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
8.11,GBP,Stripe Demo Store,NG,2.2097,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
10.25,USD,Stripe Demo Store,DE,2.4199,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
904.14,EUR,Apple,NG,6.8081,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
31.64,USD,Spotify,US,3.4857,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
9.63,USD,Wallet Drain Services,NG,2.3641,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
708.1,USD,Netflix,NG,6.564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.61,USD,Stripe Demo Store,NG,3.3536,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.8,GBP,Netflix,NG,4.0741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29.92,GBP,Shopify Merchant,NG,3.4313,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1576.39,GBP,Stripe Demo Store,US,7.3635,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
28.05,GBP,Netflix,NG,3.369,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
4806.16,EUR,Shopify Merchant,RU,8.4779,1.0,1.0,1.0,0.0,0.0,0.0,0.45,1.0,0
8.16,EUR,Spotify,NG,2.2146,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5819.28,GBP,Amazon,NG,8.6691,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1691.29,USD,Spotify,NG,7.4338,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
16.93,EUR,Shopify Merchant,CN,2.8867,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
544.0,USD,Shopify Merchant,NG,6.3008,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
596.42,EUR,Amazon,NG,6.3926,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8375.48,USD,Gambling Anonymous Hub,NG,9.0332,1.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
17.75,USD,Gambling Anonymous Hub,NG,2.931,3.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
12.0,GBP,Spotify,NG,2.565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43.29,GBP,Amazon,RU,3.7909,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
25.66,GBP,Netflix,NG,3.283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.85,EUR,Shopify Merchant,NG,2.3837,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
17.54,GBP,Shopify Merchant,NG,2.9199,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5.93,GBP,Shopify Merchant,NG,1.9356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20.59,GBP,Netflix,NG,3.0722,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
17.48,EUR,Apple,NG,2.9168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2211.92,EUR,Netflix,NG,7.7021,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1420.77,EUR,Apple,NG,7.2597,3.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
8.94,EUR,Apple,NG,2.2967,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
32.93,GBP,Spotify,NG,3.5244,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
8879.08,USD,Gambling Anonymous Hub,US,9.0916,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
42.7,GBP,Shopify Merchant,NG,3.7772,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
19.65,EUR,Amazon,US,3.0276,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
9.08,USD,Spotify,NG,2.3106,2.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
7.74,GBP,Amazon,NG,2.168,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
15.06,GBP,Apple,RU,2.7762,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1542.63,EUR,Apple,CN,7.3419,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
12.14,USD,Wallet Drain Services,NG,2.5755,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
15.98,EUR,Stripe Demo Store,NG,2.8323,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1707.78,USD,Apple,NG,7.4435,2.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
1595.25,GBP,Amazon,NG,7.3754,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8.44,USD,Amazon,RU,2.2455,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
12.46,GBP,Stripe Demo Store,CN,2.5996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
17.96,EUR,Stripe Demo Store,NG,2.9424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.52,GBP,Apple,NG,2.9187,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
72.64,EUR,Stripe Demo Store,RU,4.2992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6181.3,USD,Spotify,CN,8.7294,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
6.49,GBP,Wallet Drain Services,RU,2.0138,5.0,0.0,0.0,1.0,0.0,0.0,0.45,1.0,1
26.92,GBP,Spotify,DE,3.3292,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
826.59,EUR,Apple,NG,6.7185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18.4,GBP,Shopify Merchant,NG,2.9653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8826.8,GBP,Dark Web Market,NG,9.0857,4.0,1.0,1.0,1.0,1.0,1.0,0.45,0.0,1
1607.19,EUR,Shopify Merchant,NG,7.3829,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
9.5,EUR,Spotify,NG,2.3512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31.9,USD,Amazon,NG,3.4934,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6849.0,EUR,Spotify,NG,8.832,2.0,1.0,1.0,0.0,0.0,0.0,0.45,0.0,1
30.59,EUR,Shopify Merchant,US,3.4527,1.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1
5410.11,EUR,Spotify,RU,8.5962,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
29.76,USD,Spotify,NG,3.4262,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
615.64,USD,Amazon,NG,6.4243,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43.56,EUR,Shopify Merchant,DE,3.7969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12.91,GBP,Amazon,CN,2.6328,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
22.52,USD,Netflix,RU,3.1579,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.12,EUR,Shopify Merchant,US,2.2109,2.0,0.0,0.0,0.0,1.0,1.0,0.45,1.0,0
9.74,EUR,Apple,NG,2.3744,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20.82,GBP,Stripe Demo Store,US,3.0829,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
821.96,USD,Gambling Anonymous Hub,NG,6.7129,3.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,1
6.1,EUR,Shopify Merchant,NG,1.9601,6.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
28.45,USD,Anonymous Crypto Mix,NG,3.3826,4.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
11.32,USD,Stripe Demo Store,DE,2.5111,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
49.19,GBP,Amazon,NG,3.9159,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
859.04,EUR,Stripe Demo Store,NG,6.757,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1853.89,GBP,Dark Web Market,DE,7.5256,1.0,1.0,0.0,1.0,0.0,1.0,0.45,1.0,1
21.18,EUR,Amazon,NG,3.0992,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6926.61,GBP,Stripe Demo Store,RU,8.8433,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1802.93,USD,Netflix,RU,7.4977,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
20.09,EUR,Shopify Merchant,NG,3.0489,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1710.25,EUR,Apple,NG,7.445,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.39,EUR,Apple,NG,3.4466,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3077.27,USD,Netflix,NG,8.0321,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
8.15,USD,Spotify,NG,2.2134,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
26.73,EUR,Netflix,NG,3.3226,2.0,0.0,0.0,0.0,1.0,1.0,0.45,0.0,0
9.3,GBP,Spotify,NG,2.3323,5.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,1
1134.44,EUR,Shopify Merchant,NG,7.0348,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.08,EUR,Netflix,NG,3.6131,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.01,USD,Amazon,NG,3.4014,3.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
8.35,USD,Gambling Anonymous Hub,US,2.2354,3.0,0.0,0.0,1.0,0.0,0.0,0.45,1.0,0
1746.05,GBP,Spotify,NG,7.4657,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.67,USD,Spotify,NG,2.457,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1151.09,EUR,Shopify Merchant,NG,7.0493,1.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
37.87,USD,Stripe Demo Store,NG,3.6603,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.96,GBP,Apple,NG,2.7701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.06,USD,Apple,NG,3.4361,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
7.77,GBP,Stripe Demo Store,NG,2.1717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.54,EUR,Amazon,RU,2.6059,3.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1
515.01,GBP,Spotify,NG,6.2461,4.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
27.57,EUR,Shopify Merchant,RU,3.3522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
2176.21,USD,Stripe Demo Store,NG,7.6858,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.89,GBP,Stripe Demo Store,NG,3.2146,8.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1949.84,GBP,XXX Test Casino,NG,7.576,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,1
7596.1,EUR,Stripe Demo Store,DE,8.9355,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
1298.87,EUR,Netflix,NG,7.17,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
14.9,GBP,Spotify,NG,2.7666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2281.31,GBP,Shopify Merchant,NG,7.7329,2.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
26.78,USD,Amazon,NG,3.3242,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
23.08,EUR,Shopify Merchant,CN,3.1813,3.0,0.0,0.0,0.0,1.0,1.0,0.45,1.0,0
8.8,GBP,Amazon,RU,2.2826,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
9.98,USD,Shopify Merchant,NG,2.3962,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1284.23,GBP,Amazon,US,7.1587,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56.27,EUR,Amazon,NG,4.0478,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
541.91,USD,Shopify Merchant,NG,6.2969,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
15.06,EUR,Amazon,NG,2.7761,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1792.09,USD,Apple,NG,7.4917,4.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
9.06,GBP,Amazon,CN,2.3089,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
50.21,GBP,Amazon,NG,3.936,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
22.89,USD,Amazon,NG,3.1734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8831.63,GBP,Dark Web Market,NG,9.0862,1.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
17.87,EUR,Netflix,NG,2.9377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.89,USD,Amazon,US,2.7006,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50.31,GBP,Netflix,NG,3.9379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.43,EUR,Shopify Merchant,US,2.9142,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1745.88,EUR,Netflix,NG,7.4656,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.01,USD,Stripe Demo Store,NG,3.4344,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11.96,EUR,Shopify Merchant,NG,2.5618,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
23.0,GBP,Stripe Demo Store,US,3.1782,1.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,0
24.34,GBP,Shopify Merchant,NG,3.2324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7983.96,GBP,Amazon,NG,8.9853,1.0,1.0,1.0,0.0,0.0,1.0,0.45,0.0,1
23.97,USD,Shopify Merchant,NG,3.2178,2.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
1456.99,GBP,XXX Test Casino,NG,7.2848,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,1
22.0,EUR,Shopify Merchant,NG,3.1354,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
20.59,GBP,Netflix,NG,3.0724,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
24.08,EUR,Amazon,NG,3.2221,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4845.41,USD,Anonymous Crypto Mix,RU,8.486,2.0,1.0,1.0,1.0,0.0,0.0,0.45,1.0,1
8.8,USD,Apple,NG,2.282,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.81,GBP,Apple,NG,2.8218,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.03,GBP,Spotify,NG,3.4974,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
28.12,USD,Apple,NG,3.3716,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4339.63,GBP,Shopify Merchant,NG,8.3758,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
138.03,GBP,Stripe Demo Store,NG,4.9347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.87,EUR,Apple,NG,3.4618,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44.33,EUR,Apple,NG,3.814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16.2,EUR,Shopify Merchant,NG,2.8449,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.02,GBP,Spotify,NG,2.4001,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
16.12,EUR,Spotify,RU,2.8402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.06,GBP,Netflix,NG,3.5282,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26.7,GBP,Netflix,NG,3.3215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.64,GBP,Amazon,NG,3.3191,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
17.29,GBP,Spotify,NG,2.9062,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
15.46,EUR,Amazon,NG,2.801,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
17.71,USD,Apple,NG,2.929,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33.35,EUR,Stripe Demo Store,RU,3.5367,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36.18,GBP,Stripe Demo Store,RU,3.6158,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
9.93,EUR,Apple,NG,2.3916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.25,USD,Netflix,NG,3.5624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
12.74,GBP,Spotify,NG,2.6201,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
27.89,GBP,Amazon,NG,3.3635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.56,USD,Amazon,CN,2.921,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60.1,USD,Netflix,DE,4.1126,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
14.99,GBP,Stripe Demo Store,NG,2.7719,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
22.76,GBP,Wallet Drain Services,NG,3.168,1.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,0
30.71,GBP,Stripe Demo Store,NG,3.4567,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.89,GBP,Shopify Merchant,NG,2.476,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
19.09,GBP,Netflix,NG,3.0001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
